codarea,lat,long
1303007,-57.65605302140633,-1.6803702539541565
1303106,-58.60061144503746,-3.9884382696265654
1303205,-61.70325188045837,-2.048387378682474
1303304,-60.47653366284441,-6.822857354844115
1303403,-56.85527178968458,-2.687396480704093
1303502,-68.19806080760307,-7.757678770583474
1303536,-59.989853174102734,-1.371040018692569
1303569,-59.638693754305265,-2.52882256334077
1303601,-65.52131914323769,-0.3190139052591741
1303700,-69.08933119422991,-3.0535448070628735
1303809,-67.99763970197124,0.37477506655415854
1303908,-69.44976693416206,-4.500571380061273
1303957,-58.70555395872793,-1.9411537206370884
1304005,-58.53740982086193,-2.820862194424241
1304062,-69.67754036348646,-4.028147447008411
1304104,-64.95563188186617,-6.093546037470914
1304203,-65.53118739172189,-4.469650316939665
1304237,-67.8271546434962,-2.692164448103737
1304260,-65.41114990893712,-3.167216005442522
1304302,-59.02989014071129,-0.8935270872687915
1304401,-57.769417431887426,-2.8121569124772323
1400027,-62.4384060917226,3.733020838662203
1400050,-62.741152014174034,3.07260034308407
1400100,-60.71722973886199,3.1186971534534065
1400159,-60.10006495629825,2.78764947591314
1400175,-60.54191888797348,2.2747490002378705
1400209,-61.471516025172185,0.9903347319121643
1400233,-59.33821850343782,0.9142548314173651
1400282,-62.40088261397582,2.182151807411151
1400308,-61.9968920994532,2.51125763789776
1400407,-60.06397050178757,3.879391541480515
1400456,-60.83858386442309,4.165200145006642
1400472,-61.011446903168995,0.03781894945427702
1400506,-59.845059132669185,0.6361015246076219
1400605,-60.15315980770351,0.8839516677377411
1400704,-60.27987022006899,4.684317602977858
1500107,-48.88329686799811,-1.7299767261300796
1500131,-48.42500674394965,-4.958512189643277
1500206,-48.41128855612686,-2.0343905231108264
1500305,-50.725415140516375,-0.2625763173693768
1500347,-50.43028753743357,-6.773744040154148
1500404,-55.03937949055339,-0.6040971819631161
1500503,-53.89439718703703,0.28508874458174294
1500602,-53.8870178340595,-6.4860332630128585
1500701,-49.961620139447724,-0.827320379069029
1500800,-48.3851330964828,-1.3294834961636701
1500859,-51.30096292147619,-3.9970444979656485
1500909,-46.509802064283505,-1.105054403528778
1500958,-47.72470270887831,-2.2307980162854704
1501006,-56.01546653284668,-3.6670461021263923
1501105,-50.18225555046538,-2.3738165259316837
1501204,-49.69952903417951,-3.129093872303842
1501253,-50.634405049978206,-7.487497017817382
1501303,-48.63426007273224,-1.4989925356705394
1501402,-48.45976140365007,-1.2449928460091675
1501451,-54.993148720945314,-3.1924352725661813
1501501,-48.27768914305655,-1.338476727162483
1501576,-48.76369921113674,-5.05403293145146
1501600,-47.301601260260725,-1.386959429281093
1501709,-46.76290049735407,-1.1934882566409322
1501725,-52.685983224760065,-3.291955213978056
1501758,-48.431207285067536,-5.73422203227708
1501782,-49.37141295246124,-3.7340965561055413
1501808,-50.6276679097618,-1.1211587985940916
1501907,-48.090075022575945,-1.6337912710446088
1501956,-46.44341122479478,-1.9923052980457974
1502004,-48.87698442956388,-0.8691032710366436
1502103,-49.51152936650351,-2.250722688880591
1502152,-50.086935958912136,-6.424335060803381
1502202,-47.117732123988766,-1.1417205838120421
1502301,-47.23325382453942,-2.0418885666055946
1502400,-47.8756144858403,-1.270375286481099
1502509,-49.83941124249298,-0.03358882331412822
1502608,-48.27388455152639,-0.9367251702085284
1502707,-49.51358687387555,-8.181463388690714
1502756,-47.97609107015075,-1.880868472184445
1502764,-51.22022370187465,-8.457900362381489
1502772,-49.625397833898745,-6.228084412053247
1502806,-49.98704485677898,-1.5838093804403104
1502855,-55.11391446330122,-1.846030893303961
1502905,-47.86311625772888,-0.745248067972733
1502939,-47.898623417972175,-4.187700841162417
1502954,-49.24612620070129,-6.070349940890647
1503002,-57.805046326087954,-1.159247988726463
1503044,-49.57687180323119,-7.547948751082179
1503077,-47.07517477824553,-2.1684842234072663
1503093,-49.00606537978963,-4.0268467143016595
1503101,-51.55408035950583,-1.1495227368548322
1503200,-47.56448273687669,-1.1454991844586877
1503309,-49.13082663398832,-2.0637937368837385
1503408,-47.92386246109773,-1.4641449620726121
1503457,-47.92462656102774,-2.808246173862963
1503507,-47.403537046999766,-1.8121224452461562
1503606,-56.49674872629168,-5.8706842381108055
1503705,-49.86949669003728,-5.114420910233555
1503754,-57.30277401090503,-7.445048188576748
1503804,-49.180690508121785,-4.59711595732925
1503903,-56.22231182013228,-2.6239239145216686
1504000,-49.468680412018685,-1.863467047090568
1504059,-47.51350162540581,-1.9937206598301531
1504109,-47.63623312517722,-0.8106767363159304
1504208,-50.01791172530142,-5.630346022425335
1504307,-47.49487262051613,-0.8075263695430334
1504406,-47.70948097191652,-0.832993635995822
1504422,-48.319950625772165,-1.397974421569722
1504455,-53.19434559599481,-3.1606573488738623
1504505,-51.10320603103972,-1.6077246077732015
1504604,-49.46917095282238,-2.5770330856307155
1504703,-49.074669031220274,-2.6849145129758916
1504752,-54.57503129284175,-3.0708614314374496
1504802,-54.353759574342625,-1.073872412794407
1504901,-49.307847108284676,-1.3575384260671834
1504950,-46.89994337247886,-2.3944645974110124
1504976,-49.230822341802195,-4.980683166259585
1505007,-47.39202617415793,-1.1582367576030883
1505031,-55.61179707970427,-8.06324857042904
1505064,-50.27105432661047,-4.502462950267146
1505106,-55.67484555595065,-0.1700833252397969
1505205,-49.90222526122204,-2.2777334448922586
1505304,-57.150025910200185,0.25499613789627046
1505403,-47.141033637099774,-1.4966997518790999
1505437,-51.43201709283582,-7.5220174467187935
1505486,-50.63089202773812,-3.6848684633225264
1505494,-48.37147883918495,-5.92601070696703
1505502,-47.60247362045395,-3.203682713747173
1505536,-50.49073949710236,-6.1524077568278255
1505551,-50.1220205621978,-7.73646623373951
1505601,-47.271520656980194,-1.1296033170905018
1505635,-49.012264501480644,-6.54147652055916
1505650,-54.500444092886916,-3.889531296649105
1505700,-49.07765081738951,-1.1157947813164426
1505809,-50.95591559594562,-2.5657404902449215
1505908,-52.54885444467839,-2.184912718073654
1506005,-53.660930498007346,-2.1200221818149436
1506104,-47.130036416600895,-0.9529921715278684
1506112,-47.01687020005119,-0.8605647469709337
1506138,-50.196624244786,-8.068788589455242
1506161,-49.89442843142474,-7.339913634668241
1506187,-48.45993418570469,-4.51703809236045
1506195,-55.210123514501696,-4.240952828283073
1506203,-47.34919714404648,-0.6766470237728454
1506302,-48.629524861513545,-0.7966244200851869
1506351,-48.25181644857353,-1.1944308063239462
1506401,-49.31293716294822,-0.5841171814687589
1506500,-48.12881113383567,-1.3650878090663605
1506559,-46.92663808521867,-1.6551676571626799
1506583,-50.31395634697393,-8.633257936241282
1506609,-47.521147615834025,-1.3750273074251966
1506708,-50.61130492759923,-9.363370724723246
1506807,-55.23917423368675,-2.6790011965890694
1506906,-47.32965067451192,-0.9148704007730878
1507003,-48.18296360986815,-1.0935440235073783
1507102,-48.02546878548976,-0.8670254263460945
1507151,-48.729916860749874,-5.658690871444389
1507201,-47.77396803177921,-1.88520665053459
1507300,-52.2525914643352,-7.23312315742082
1507409,-47.74703100013782,-1.2059581618741626
1507458,-48.74825613942778,-6.189598586205498
1507466,-47.96587385013251,-0.8665363902641435
1507474,-47.217745877846326,-0.7811590231308816
1507508,-48.696138941512324,-5.447625897421137
1507607,-47.612213723309374,-1.5517596387320516
1507706,-49.680015120257835,-1.4330673117536457
1507755,-49.570358602772565,-6.839661724673092
1507805,-51.774763990694595,-4.169728539080039
1507904,-48.69759892116375,-0.4488339836380354
1507953,-48.736476828324065,-2.906444470598392
1507961,-47.85072758625324,-1.00275910477589
1507979,-56.45805597350065,-1.9515482679212885
1508001,-48.26834152075884,-2.635913892768066
1508035,-46.93936734264573,-1.0417682963873889
1508050,-56.00203777289602,-5.129860454904442
1508084,-51.38919712310589,-6.8185257689711385
1508100,-49.82080527622085,-3.8563793911897073
1508126,-47.49362178755075,-3.810481034509167
1508159,-53.80665943830054,-3.583455689088551
1508209,-48.103521380872714,-0.9339636971011532
1508308,-46.45276760223325,-1.5227469364689787
1508357,-51.974789775553155,-3.1346735891519475
1508407,-49.63567982672197,-6.917791507588868
1600055,-52.26742632617481,1.6497981724165232
1600105,-50.592650184296026,1.7466384541917723
1600154,-52.52117638394072,1.1575253824989131
1600204,-51.406167928724074,2.4246303531345212
1600212,-50.485902905645716,1.0359690887968365
1600238,-51.41918321740899,0.9588165011484933
1600253,-50.63813460670998,0.5393114316269971
1600279,-53.30891375305267,1.0994333867729982
1600303,-50.69188616626663,0.5629568014762741
1600402,-51.951012033857104,-0.0667946823376105
1600501,-51.89872090255061,3.1121232644635315
1600535,-51.67154450867408,0.5858073476806577
1600550,-51.279883267292824,1.6252507843940176
1600600,-51.37896881055406,0.12999274748244338
1600709,-50.992214575614604,1.2985117117404683
1600808,-52.06031316204479,-0.9977722195135689
1700251,-49.30869414541971,-9.479683087086926
1700301,-47.51294973537269,-6.486743850400579
1700350,-48.907017566065534,-11.332323673447775
1700400,-47.2105518819089,-11.427933831846884
1700707,-49.11185075884577,-12.407734359736729
1701002,-48.185461110868026,-6.232631335386047
1701051,-47.913157438592755,-6.434858420592751
1701101,-47.99967468078728,-9.987570314694759
1701309,-48.633919709759354,-6.944074916750443
1701903,-49.50545786032212,-8.939196406074084
1702000,-49.69508443467853,-12.840344532980385
1702109,-48.588528245529226,-7.331611917961127
1702158,-48.525220067351476,-6.791290044226725
1702208,-48.10457980630065,-5.666652534920564
1702307,-48.99770771069565,-7.722662637458491
1702406,-47.047580325877306,-12.817162489407018
1702554,-47.93001087645816,-5.495232208979487
1702703,-46.42985274426601,-12.648290357206642
1702901,-47.767784874141505,-5.647833652520057
1703008,-47.85603286579508,-7.1743306331388945
1703057,-48.675298698181216,-7.905674329668347
1703073,-47.57919566761268,-7.717829996373452
1703107,-48.793227140906204,-9.867979449585022
1703206,-48.97062604766665,-7.982480998660919
1703305,-47.881352889298036,-9.012399487937055
1703602,-48.44102889358926,-8.289166147577232
1703701,-48.62638593279021,-11.030544833946145
1703800,-48.13644379796977,-5.337470639329883
1703826,-47.84065899966511,-6.090247559576131
1703842,-46.80423608319193,-8.20325687521682
1703867,-49.20390458429108,-11.934489689721781
1703883,-48.3731240897734,-7.046054996702667
1703891,-48.010981029506034,-5.336301347409604
1703909,-49.84813660168381,-9.402405614602083
1704105,-47.445758669299195,-9.073883784909006
1704600,-49.197176552273206,-10.164032592896781
1705102,-47.84570913699814,-11.539484771281124
1705508,-48.52971834243432,-8.078460034489405
1705557,-46.50220988258639,-12.847797216889877
1705607,-47.304250344726995,-12.170121281480544
1706001,-49.16254218704888,-8.4365507835023
1706100,-49.311137139878696,-10.636077899047871
1706258,-49.077972152803994,-11.173381688075443
1706506,-47.76820263799682,-6.761784727729924
1707009,-46.79624736085734,-11.694171691609517
1707108,-49.356013350945965,-9.693979449865175
1707207,-49.06586060391913,-9.27142556878557
1707306,-49.391074781547566,-11.42710003120917
1707405,-48.539722222223574,-5.326955140272336
1707553,-48.87357285208755,-10.810184964488851
1707652,-49.28442718043109,-12.263618305948146
1707702,-47.79476904267617,-7.497389164765243
1708205,-50.099316165584455,-11.958441421515078
1708254,-48.54521986111672,-9.071430562722982
1708304,-49.009752681561224,-8.87374060107602
1709005,-47.48046771691162,-8.093328567171305
1709302,-48.42303085409189,-8.729504540726309
1709500,-48.88794080509084,-11.651463348768056
1709807,-48.404039652057904,-11.135804848524971
1710508,-47.66917503517681,-8.570564191516631
1710706,-47.59537826143457,-5.801195102861917
1710904,-48.03250548187015,-8.315520151887156
1711100,-48.75266534198276,-8.45177204891753
1711506,-48.64563193912046,-12.745762629929065
1711803,-49.11051353824514,-8.139933926621081
1711902,-50.1604981695743,-11.03497640229623
1711951,-47.478820930758914,-10.343527303312715
1712009,-48.29109639214387,-9.852734903802547
1712157,-46.40747678267404,-12.816201147615923
1712405,-46.9385760410602,-9.524204779891333
1712454,-47.829734208279305,-6.206098477061836
1712504,-49.69978878825396,-9.787222844804345
1712702,-46.503425864356615,-10.583505476506673
1712801,-47.58969132155308,-6.022314869508026
1713205,-48.55216115785188,-9.753347313080424
1713304,-48.68393307951206,-9.417674288907344
1713601,-48.01717835702322,-10.748209042385687
1713700,-49.06655490665635,-9.999433956984253
1713809,-47.64340233098128,-6.599855061136923
1713957,-48.786837595516616,-7.003806985476408
1714203,-47.64973751005782,-11.797035641327366
1714302,-47.779331637330564,-6.329451386169612
1714880,-48.36005176480233,-7.636764990103433
1715002,-48.972679550248685,-10.549788969065435
1715101,-47.38393781867497,-10.15442272787992
1715150,-46.56036597509724,-12.913596000985649
1715259,-46.56986028786489,-11.778702307370237
1715507,-48.8780648293057,-10.677186968036008
1715705,-48.15716900407545,-7.886209994060088
1715754,-48.349014575980334,-13.01879951197495
1716109,-48.82772139166995,-10.217808218030168
1716208,-47.81350761480731,-12.696978582977613
1716307,-48.989565886590164,-7.545952053749925
1716505,-48.03320690952626,-9.226489731635747
1716604,-48.55650959281907,-11.997940824088854
1716653,-48.91779338198614,-8.379636519437229
1716703,-48.746992041105344,-8.836183113854842
1717008,-47.558556657198565,-11.1585497958596
1717206,-48.240341983171945,-6.73913779406403
1717503,-49.87191113810411,-10.209447443800244
1717800,-46.59341284172884,-12.058155601880761
1717909,-47.325202661950776,-10.747996668933924
1718006,-47.0466957528139,-11.512779403789933
1718204,-48.4971792640005,-10.544172368651065
1718303,-47.78197849477758,-5.476048481358971
1718402,-48.46066976077168,-8.461632496880659
1718451,-48.88064524012496,-10.424140013424248
1718501,-47.11215563127743,-8.697979718889627
1718550,-48.136136204286665,-6.460792594104935
1718659,-46.737515090414945,-11.336970493730709
1718709,-48.451266185360225,-9.235875683836609
1718758,-47.496679559837666,-9.646417049076046
1718808,-47.91677588820022,-5.327055774921032
1718840,-49.87679686375032,-12.401701690714194
1718865,-48.97548997847884,-7.092669312570643
1718881,-47.847726295323646,-8.824529889092453
1718899,-49.295716961131134,-10.970814429417363
1718907,-48.110647162410125,-11.39760223514662
1719004,-47.74209032649126,-10.29974949642116
1720002,-47.74991691308653,-6.4720785482284215
1720101,-47.93848724098332,-5.975052617826965
1720150,-46.67866146355439,-10.067780036355753
1720200,-47.59878900554236,-5.542631322476959
1720259,-48.36411480883921,-12.57932560902535
1720309,-48.330417609782714,-5.242128328218457
1720499,-48.16970186309847,-11.804562950189746
1720655,-48.00480361330707,-11.13108567182077
1720804,-47.68385740600909,-5.636497412874311
1720853,-48.836194973187304,-12.113711763438307
1720903,-46.56513503017341,-12.388652111987813
1720937,-46.99389729306692,-12.139195215007563
1720978,-49.04889260033146,-12.681407952637459
1721000,-48.15405571160306,-10.219861209205298
1721109,-48.14229307480655,-9.60389579201085
1721208,-47.53786076834194,-6.25625366709268
1721257,-48.25967496500739,-8.939078609652539
1721307,-48.209394722716716,-8.356040787664151
1722081,-48.00111824154328,-6.908677233418125
1722107,-48.4498764878196,-6.54576448391471
2100055,-47.333565161622616,-4.785907542836835
2100105,-43.29890703791593,-4.214939648469363
2100154,-42.16579828039002,-2.9470503757438427
2100204,-44.540053330898715,-2.3802936884766948
2100303,-43.38289801723164,-4.502745985070112
2100402,-45.502858808990595,-4.166231656602449
2100436,-44.39639223333203,-4.2114384977394765
2100477,-46.00083949125176,-3.8699357947546864
2100501,-46.21205623244098,-9.507705517087732
2100550,-45.94663909847889,-1.6751726216836762
2100600,-46.58223567979456,-5.278519958954443
2100709,-44.59863404392783,-3.25562616089495
2100808,-43.109108448729145,-3.5434599628434396
2100832,-45.08185422216989,-1.5466300951785297
2100873,-45.78686090368876,-3.078502272434135
2100907,-42.0168684138286,-2.972713915457821
2100956,-45.945859775817,-5.028379693057929
2101004,-44.72678041004684,-3.5364186770958135
2101103,-44.09711149210517,-2.838947451105252
2101202,-44.762036662280174,-4.170727263499333
2101251,-44.3575556173215,-2.936524083595398
2101301,-45.163664289450324,-1.6819201606805612
2101350,-44.694432222491216,-2.699466559239803
2101400,-46.34245828666244,-8.236694272820635
2101509,-43.18804341120187,-6.593021523995713
2101608,-45.182983001248886,-5.505088866193542
2101707,-42.90983177927381,-2.8392270161162423
2101731,-43.461057370251396,-3.101377191199436
2101772,-45.257307154314766,-3.7562844297282205
2101806,-44.568144729344176,-7.119971033202707
2101905,-44.784931614956896,-2.429367952997877
2101939,-44.690125958196404,-4.678560972746771
2101970,-46.17986497247832,-1.76374220701556
2102002,-46.41766632549968,-3.9003526787820184
2102036,-46.68973478610749,-4.602184950034703
2102077,-45.02116608932825,-4.34630872465446
2102101,-42.828388770231335,-3.6875178639699864
2102150,-45.651248971638886,-4.365899860932062
2102200,-43.00223621549712,-3.9007896150584336
2102309,-43.83041412314654,-5.7898801540760925
2102325,-46.34317625142808,-4.4928343910660224
2102358,-47.06467050237119,-5.518888412003094
2102374,-43.93180778035016,-3.120287384150206
2102408,-44.598573327171735,-2.8737888879490603
2102507,-45.053584877864516,-3.391994944561634
2102556,-47.264995501810176,-6.175288298087845
2102606,-45.679365440079785,-1.6238063199819603
2102705,-44.2648672109282,-3.6214254841050377
2102754,-44.30672674209512,-4.682301833761393
2102804,-47.212037386899745,-7.37534809530802
2102903,-46.02880525938556,-1.3524277162942608
2103000,-43.299760126409836,-4.866563323816746
2103109,-44.59659289027288,-1.979453787764798
2103125,-44.859460868912834,-2.2544262689053376
2103158,-46.11718529412771,-2.427286466854754
2103174,-46.53380726610095,-3.073804485504233
2103208,-43.45365522926996,-3.848650806478233
2103257,-47.829420261881545,-5.0578487213127294
2103307,-43.88593759603024,-4.607541556438704
2103406,-43.112790056242225,-4.247997190240741
2103505,-44.18264187630686,-6.056092384448536
2103554,-44.83819925842991,-3.7983590859011582
2103604,-44.14515450254586,-4.102278262872554
2103703,-44.82265374986771,-1.6807495096014236
2103752,-47.30187164683471,-5.5995927851985545
2103802,-44.39738790977309,-5.021917005260787
2103901,-43.00826681236248,-4.100444419269479
2104008,-44.89172539439271,-4.899188580407658
2104057,-47.20247430455944,-6.781846464989357
2104073,-46.62689685754315,-7.016883320025103
2104081,-45.30643436456349,-6.17431844331454
2104099,-46.18664447312944,-6.514509165996287
2104107,-46.08259268380985,-6.943092754091043
2104206,-44.01462209947149,-5.635228163678378
2104305,-45.76515831317873,-1.3729453206311175
2104404,-44.171287887791294,-5.152109222908155
2104503,-44.22238491198053,-4.999562040084607
2104552,-47.32529739737162,-5.719296267772135
2104602,-44.09406744689682,-5.366530321054046
2104628,-44.090305486294774,-5.528985881014636
2104651,-45.92612537854536,-3.4194112794701863
2104677,-45.819027508952466,-2.0626525255509547
2104701,-44.317861585743266,-5.413622933851738
2104800,-46.01460989659482,-5.840616512586056
2104909,-44.6658999786104,-2.1484543512413588
2105005,-43.576104266317344,-2.6744480371406483
2105104,-43.861327086069565,-2.651558550478476
2105153,-45.12282752448414,-3.655828789475016
2105203,-44.82624806461255,-4.591851052456039
2105302,-47.57527040896937,-5.3400427944140185
2105351,-45.67565298358091,-5.18500935579846
2105401,-44.27701637458921,-3.3894158653155513
2105427,-47.26098582196438,-4.272327902529297
2105450,-44.290715093862424,-5.852435280090922
2105476,-45.57534821357343,-5.392811597280534
2105500,-47.12557178266405,-5.228818884785766
2105609,-44.75529353437462,-5.016343774733968
2105658,-46.11756879555092,-1.9185707692639382
2105708,-45.206277543566394,-4.738033725404865
2105807,-44.97559964171784,-4.5217833145376325
2105906,-44.883831518253935,-3.9913187011955906
2105922,-43.494732153295146,-6.030435242821084
2105948,-44.932922827244376,-4.591093617511266
2105963,-45.40462619906512,-4.928580767855409
2105989,-46.93141105949728,-6.1031116245157895
2106003,-44.464842186390115,-4.556829965054567
2106102,-45.21980783257668,-7.219750349998313
2106201,-45.893894272228344,-1.3968809429179885
2106300,-42.1832783655858,-3.299236321682286
2106326,-45.99343926573719,-1.9840177906843546
2106359,-45.62994573132056,-4.704430542868308
2106375,-45.94642752911322,-2.4116137020790838
2106409,-43.22576127683725,-3.626245543767922
2106508,-45.00402609702741,-3.0730869175307034
2106607,-43.30660283646611,-5.388607972293429
2106631,-44.47761337124888,-3.7573460733967146
2106672,-42.796734601736574,-3.4962767501648053
2106706,-44.95097343731526,-6.453775422962552
2106755,-44.528462917133126,-3.5324133006423706
2106805,-44.844049238809035,-2.058602947418623
2106904,-45.321496686074696,-3.491822170400195
2107001,-47.041860656633354,-5.856944797318259
2107100,-43.776791374797455,-2.973829965014598
2107209,-43.81283806239933,-3.4269399905193443
2107258,-46.264045305926,-7.143391754949052
2107308,-44.039355810280526,-6.749026747595461
2107357,-45.95426830293048,-2.8956117934872183
2107407,-45.12098385928738,-4.0942253650178255
2107456,-45.005512157075046,-2.977922637221191
2107506,-44.12402186872287,-2.5027906846469072
2107605,-45.021606778761445,-2.6906369187863897
2107704,-43.924117044475075,-6.403459428723306
2107803,-43.46246399626992,-5.637652752997082
2107902,-43.75687269697507,-6.152789408655071
2108009,-44.181574143434645,-6.632769794228651
2108058,-42.61105609835274,-2.8560334972530503
2108108,-45.39575238838222,-4.522083848439396
2108207,-44.5814551207713,-4.61955604208594
2108256,-45.43165161140276,-2.988135978771497
2108306,-45.29818081184297,-3.251554429127494
2108405,-44.894967675436526,-2.5696562914015875
2108454,-44.281629399564856,-4.419647947838409
2108504,-45.45038715181782,-3.7006419654048077
2108603,-45.12607316777757,-2.4977390147668173
2108702,-45.09340230560097,-3.8520874387806527
2108801,-44.17234761865078,-3.7827190037485376
2108900,-44.91134394052806,-4.787925069956091
2109007,-47.18000248025622,-6.368128621482893
2109056,-44.634181395005186,-1.8866670415696405
2109106,-44.4548347544022,-5.281366394102183
2109205,-44.07809318171036,-3.0918258444038362
2109239,-45.773003521924046,-2.31973752382245
2109270,-45.36164649221721,-2.584940773761761
2109304,-43.954709464557766,-3.343863743236103
2109403,-43.36263036746939,-2.709596945101237
2109452,-44.08591690941926,-2.4361677652859943
2109502,-46.65968579473462,-7.596167002888729
2109551,-47.31668647260873,-5.957758186164169
2109601,-44.201924600801426,-2.955024032272276
2109700,-45.556999602047036,-7.432835572651209
2109759,-44.615850819262434,-5.5178294388728535
2109809,-45.36992575519928,-2.4174104389114093
2109908,-45.43279230415211,-3.870118847687273
2110005,-45.93231988579436,-4.270940601927204
2110039,-45.77286437495753,-2.5400798849904356
2110104,-42.880434285243275,-3.3452857095935475
2110203,-44.33054044847037,-3.1595646770479653
2110237,-42.61466958958319,-3.197310835480604
2110278,-43.18400812376634,-2.6232316469134784
2110302,-44.4817163622632,-4.826524393873576
2110401,-43.617355956326094,-3.375625777070379
2110500,-44.99926208582247,-2.7969753062251703
2110609,-42.40584721663913,-3.3114140939771466
2110658,-44.61785436280553,-6.833471265380698
2110708,-44.336578685728554,-5.638523665410483
2110807,-44.88366574307546,-7.091729868238458
2110856,-47.352730337423424,-5.158878104924644
